class,name,county_nam,state_alph,state_num,lat_dec,lon_dec,lat_dms,lon_dms,descriptio,var_name1,subtype,map_name,ET_Source
school,Augusta Levy Learning Center,Ohio,WV,54,40.083337,-80.726128,"40? 5' 0.013"" N","80? 43' 34.061"" W","99 North Main Street, Wheeling, WV 26003",,Private,Wheeling,Point Features Retrieved from WVGISTC Created Dataset
school,Lyceum Preparatory Academy,Ohio,WV,54,40.066212,-80.718493,"40? 3' 58.363"" N","80? 43' 6.575"" W","83 14th Street, Wheeling, WV 26003",,Private,Wheeling,Point Features Retrieved from WVGISTC Created Dataset
school,Sikora Montessori School,Ohio,WV,54,40.045236,-80.658676,"40? 2' 42.849"" N","80? 39' 31.235"" W","2108 Lumber Avenue, Wheeling, WV 26003",,Private,Wheeling,Point Features Retrieved from WVGISTC Created Dataset
school,Spiero Academy,Ohio,WV,54,40.093846,-80.625189,"40? 5' 37.845"" N","80? 37' 30.679"" W","135 Stewart's Hill Road, Wheeling, WV 26003",,Private,Wheeling,Point Features Retrieved from WVGISTC Created Dataset
school,Corpus Christi Grade School,Ohio,WV,54,40.116109,-80.698161,"40? 6' 57.991"" N","80? 41' 53.380"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Wheeling Country Day School,Ohio,WV,54,40.076535,-80.697774,"40? 4' 35.527"" N","80? 41' 51.986"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Madison Elementary School,Ohio,WV,54,40.07222,-80.733372,"40? 4' 19.990"" N","80? 44' 0.137"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Middle Creek School,Ohio,WV,54,40.044241,-80.550905,"40? 2' 39.267"" N","80? 33' 3.259"" W",,,Public Middle,Valley Grove,Point Features Retrieved from GNIS 06072010
school,Saint Joan of Arc School,Ohio,WV,54,40.075906,-80.705914,"40? 4' 33.261"" N","80? 42' 21.290"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Saint Marys School,Ohio,WV,54,40.04674,-80.723971,"40? 2' 48.263"" N","80? 43' 26.295"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Saint Michael's School,Ohio,WV,54,40.073242,-80.68269,"40? 4' 23.669"" N","80? 40' 57.683"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Saint Vincent de Paul School,Ohio,WV,54,40.042368,-80.655538,"40? 2' 32.526"" N","80? 39' 19.937"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Steenrod Elementary School,Ohio,WV,54,40.059884,-80.676216,"40? 3' 35.581"" N","80? 40' 34.379"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,West Liberty State College,Ohio,WV,54,40.169794,-80.598685,"40? 10' 11.258"" N","80? 35' 55.267"" W",,,College/University,Bethany,Point Features Retrieved from GNIS 06072010
school,Wheeling Jesuit University,Ohio,WV,54,40.070351,-80.691191,"40? 4' 13.262"" N","80? 41' 28.288"" W",,,College/University,Wheeling,Point Features Retrieved from GNIS 06072010
school,Bethlehem Elementary School,Ohio,WV,54,40.045078,-80.691977,"40? 2' 42.280"" N","80? 41' 31.117"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Blessed Trinity Elementary School,Ohio,WV,54,40.073128,-80.733693,"40? 4' 23.261"" N","80? 44' 1.296"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Bridge Street Middle School,Ohio,WV,54,40.042817,-80.661047,"40? 2' 34.139"" N","80? 39' 39.770"" W",,,Public Middle,Wheeling,Point Features Retrieved from GNIS 06072010
school,Cathedral Elementary School,Ohio,WV,54,40.066184,-80.71897,"40? 3' 58.262"" N","80? 43' 8.293"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Elm Grove Elementary School,Ohio,WV,54,40.02874,-80.652071,"40? 1' 43.464"" N","80? 39' 7.456"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Linsly School,Ohio,WV,54,40.073042,-80.695499,"40? 4' 22.950"" N","80? 41' 43.797"" W",,,,Wheeling,Point Features Retrieved from GNIS 06072010
school,Middle Creek Elementary School,Ohio,WV,54,40.042857,-80.629072,"40? 2' 34.286"" N","80? 37' 44.658"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,West Virginia Northern Community College,Ohio,WV,54,40.065628,-80.717026,"40? 3' 56.262"" N","80? 43' 1.293"" W",,,College/University,Wheeling,Point Features Retrieved from GNIS 06072010
school,Our Lady of Lebanon School,Ohio,WV,54,40.058684,-80.721748,"40? 3' 31.262"" N","80? 43' 18.294"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Ritchie Elementary School,Ohio,WV,54,40.04479,-80.72369,"40? 2' 41.244"" N","80? 43' 25.284"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Saint Ladislaus School,Ohio,WV,54,40.035629,-80.724804,"40? 2' 8.263"" N","80? 43' 29.295"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Triadelphia Middle School,Ohio,WV,54,40.059881,-80.674882,"40? 3' 35.571"" N","80? 40' 29.577"" W",,,Public Middle,Wheeling,Point Features Retrieved from GNIS 06072010
school,Warwood Middle School,Ohio,WV,54,40.114373,-80.701407,"40? 6' 51.743"" N","80? 42' 5.066"" W",,,Public Middle,Wheeling,Point Features Retrieved from GNIS 06072010
school,West Liberty Elementary School,Ohio,WV,54,40.169945,-80.598365,"40? 10' 11.801"" N","80? 35' 54.114"" W",,,Public Elementary,Bethany,Point Features Retrieved from GNIS 06072010
school,Wheeling Catholic Elementary School,Ohio,WV,54,40.066031,-80.71951,"40? 3' 57.710"" N","80? 43' 10.237"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Wheeling Middle School,Ohio,WV,54,40.047406,-80.726196,"40? 2' 50.663"" N","80? 43' 34.305"" W",,,Public Middle,Wheeling,Point Features Retrieved from GNIS 06072010
school,Wheeling Park High School,Ohio,WV,54,40.06873,-80.653302,"40? 4' 7.429"" N","80? 39' 11.887"" W",,,Public High,Wheeling,Point Features Retrieved from GNIS 06072010
school,Wheeling Seventh Day Adventist School,Ohio,WV,54,40.07798,-80.682607,"40? 4' 40.727"" N","80? 40' 57.384"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Woodsdale Elementary School,Ohio,WV,54,40.078841,-80.692307,"40? 4' 43.826"" N","80? 41' 32.307"" W",,,Public Elementary,Wheeling,Point Features Retrieved from GNIS 06072010
school,Abundant Life Christian School,Ohio,WV,54,40.06592,-80.605067,"40? 3' 57.313"" N","80? 36' 18.241"" W",,,Private,Valley Grove,Point Features Retrieved from GNIS 06072010
school,Central Catholic High School,Ohio,WV,54,40.066125,-80.718999,"40? 3' 58.048"" N","80? 43' 8.395"" W",,,Public High,Wheeling,Point Features Retrieved from GNIS 06072010
school,Youth Services System - Northern Regional Juvenile Detention Facility,Ohio,WV,54,40.069163,-80.721828,"40? 4' 8.986"" N","80? 43' 18.582"" W",,,Other,Wheeling,Point Features Retrieved from GNIS 06072010
school,Abundant Life Christian School,Ohio,WV,54,40.035595,-80.727034,"40? 2' 8.143"" N","80? 43' 37.323"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Gateway Achievement Center,Marshall,WV,54,39.93044,-80.736925,"39? 55' 49.584"" N","80? 44' 12.930"" W","21 Park Street, Moundsville, WV 26041",,Private,Moundsville,Point Features Retrieved from WVGISTC Created Dataset
school,Hilltop Elementary School,Marshall,WV,54,39.996311,-80.674515,"39? 59' 46.719"" N","80? 40' 28.254"" W","2 Ram Drive, Wheeling, WV 26003",,Public Elementary,Moundsville,Point Features Retrieved from WVGISTC Created Dataset
school,Bishop Donahue High School,Marshall,WV,54,39.992583,-80.730733,"39? 59' 33.300"" N","80? 43' 50.637"" W",,,Public High,Moundsville,Point Features Retrieved from GNIS 06072010
school,Our Lady of Peace School,Marshall,WV,54,40.021384,-80.696645,"40? 1' 16.983"" N","80? 41' 47.921"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Sand Hill Elementary School,Marshall,WV,54,40.015949,-80.558664,"40? 0' 57.416"" N","80? 33' 31.191"" W",,,Public Elementary,Valley Grove,Point Features Retrieved from GNIS 06072010
school,Washington Lands Elementary School,Marshall,WV,54,39.894361,-80.792442,"39? 53' 39.699"" N","80? 47' 32.793"" W",,,Public Elementary,Businessburg,Point Features Retrieved from GNIS 06072010
school,John Marshall High School,Marshall,WV,54,39.941461,-80.753618,"39? 56' 29.259"" N","80? 45' 13.025"" W",,,Public High,Businessburg,Point Features Retrieved from GNIS 06072010
school,Moundsville Junior High School,Marshall,WV,54,39.921029,-80.745795,"39? 55' 15.703"" N","80? 44' 44.862"" W",,,Public High,Moundsville,Point Features Retrieved from GNIS 06072010
school,Praise Christian Academy,Marshall,WV,54,39.940322,-80.755633,"39? 56' 25.160"" N","80? 45' 20.280"" W",,,Private,Businessburg,Point Features Retrieved from GNIS 06072010
school,Saint Francis Xavier School,Marshall,WV,54,39.919268,-80.743362,"39? 55' 9.366"" N","80? 44' 36.102"" W",,,Private,Moundsville,Point Features Retrieved from GNIS 06072010
school,Saint Johns School,Marshall,WV,54,40.016184,-80.734249,"40? 0' 58.263"" N","80? 44' 3.297"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Glen Dale Elementary School,Marshall,WV,54,39.947366,-80.753136,"39? 56' 50.518"" N","80? 45' 11.288"" W",,,Public Elementary,Businessburg,Point Features Retrieved from GNIS 06072010
school,McNinch Elementary School,Marshall,WV,54,39.92235,-80.722647,"39? 55' 20.459"" N","80? 43' 21.528"" W",,,Public Elementary,Moundsville,Point Features Retrieved from GNIS 06072010
school,Saint James and John School,Marshall,WV,54,40.016249,-80.734809,"40? 0' 58.495"" N","80? 44' 5.314"" W",,,Private,Wheeling,Point Features Retrieved from GNIS 06072010
school,Sherrard Junior High School,Marshall,WV,54,39.996961,-80.679585,"39? 59' 49.060"" N","80? 40' 46.505"" W",,,Public High,Moundsville,Point Features Retrieved from GNIS 06072010
school,Spurr School,Marshall,WV,54,39.922297,-80.745363,"39? 55' 20.269"" N","80? 44' 43.307"" W",,,,Moundsville,Point Features Retrieved from GNIS 06072010
school,Spurr School of Nursing,Marshall,WV,54,39.946367,-80.753569,"39? 56' 46.922"" N","80? 45' 12.850"" W",,,Private,Businessburg,Point Features Retrieved from GNIS 06072010
school,Cameron Elementary School,Marshall,WV,54,39.825947,-80.564601,"39? 49' 33.411"" N","80? 33' 52.565"" W",,,Public Elementary,Cameron,Point Features Retrieved from GNIS 06072010
school,Cameron High School,Marshall,WV,54,39.822204,-80.559399,"39? 49' 19.934"" N","80? 33' 33.835"" W",,,Public High,Cameron,Point Features Retrieved from GNIS 06072010
school,Center McMechen Elementary,Marshall,WV,54,39.989122,-80.728334,"39? 59' 20.840"" N","80? 43' 42.001"" W",,,Public Elementary,Moundsville,Point Features Retrieved from GNIS 06072010
school,John Marshall Adult Preparatory School,Marshall,WV,54,39.942588,-80.753667,"39? 56' 33.316"" N","80? 45' 13.200"" W",,,Public Vocational,Businessburg,Point Features Retrieved from GNIS 06072010
school,Saint Josephs School,Preston,WV,54,39.450089,-79.750337,"39? 27' 0.321"" N","79? 45' 1.213"" W",,,Private,Newburg,Point Features Retrieved from GNIS 06072010
school,Aurora Elementary School,Preston,WV,54,39.323712,-79.550442,"39? 19' 25.365"" N","79? 33' 1.590"" W",,,Public Elementary,Aurora,Point Features Retrieved from GNIS 06072010
school,Central Preston Middle School,Preston,WV,54,39.459881,-79.677999,"39? 27' 35.572"" N","79? 40' 40.795"" W",,,Public Middle,Kingwood,Point Features Retrieved from GNIS 06072010
school,Fellowsville Elementary School,Preston,WV,54,39.329555,-79.823128,"39? 19' 46.396"" N","79? 49' 23.262"" W",,,Public Elementary,Fellowsville,Point Features Retrieved from GNIS 06072010
school,Kingwood Elementary School,Preston,WV,54,39.468899,-79.68659,"39? 28' 8.037"" N","79? 41' 11.724"" W",,,Public Elementary,Kingwood,Point Features Retrieved from GNIS 06072010
school,Preston High School,Preston,WV,54,39.46148,-79.677601,"39? 27' 41.329"" N","79? 40' 39.363"" W",,,Public High,Kingwood,Point Features Retrieved from GNIS 06072010
school,Rowlesburg Elementary / Middle School,Preston,WV,54,39.348157,-79.670942,"39? 20' 53.363"" N","79? 40' 15.393"" W",,,Public Elementary/Middle,Rowlesburg,Point Features Retrieved from GNIS 06072010
school,South Preston Middle School,Preston,WV,54,39.397111,-79.744602,"39? 23' 49.599"" N","79? 44' 40.566"" W",,,Public Middle,Kingwood,Point Features Retrieved from GNIS 06072010
school,West Preston Middle School,Preston,WV,54,39.550107,-79.79811,"39? 33' 0.384"" N","79? 47' 53.196"" W",,,Public Middle,Masontown,Point Features Retrieved from GNIS 06072010
school,Bruceton School,Preston,WV,54,39.658254,-79.64164,"39? 39' 29.716"" N","79? 38' 29.903"" W",,,,Bruceton Mills,Point Features Retrieved from GNIS 06072010
school,Terra Alta East Preston School,Preston,WV,54,39.443094,-79.535422,"39? 26' 35.137"" N","79? 32' 7.519"" W",,,,Terra Alta,Point Features Retrieved from GNIS 06072010
school,Tunnelton Denver Elementary School,Preston,WV,54,39.381673,-79.771333,"39? 22' 54.024"" N","79? 46' 16.797"" W",,,Public Elementary,Newburg,Point Features Retrieved from GNIS 06072010
school,Valley Elementary School,Preston,WV,54,39.495835,-79.811199,"39? 29' 45.005"" N","79? 48' 40.317"" W",,,Public Elementary,Newburg,Point Features Retrieved from GNIS 06072010
school,KARE Academy,Preston,WV,54,39.469809,-79.687017,"39? 28' 11.311"" N","79? 41' 13.260"" W",,,Private,Kingwood,Point Features Retrieved from GNIS 06072010
school,Greenwood Elementary School,Morgan,WV,54,39.482839,-78.221115,"39? 28' 58.219"" N","78? 13' 16.016"" W",,,Public Elementary,Glengary,Point Features Retrieved from GNIS 06072010
school,Pleasant View Elementary School,Morgan,WV,54,39.60913,-78.080677,"39? 36' 32.868"" N","78? 4' 50.436"" W",,,Public Elementary,Big Pool,Point Features Retrieved from GNIS 06072010
school,Paw Paw Elementary School,Morgan,WV,54,39.52743,-78.45403,"39? 31' 38.748"" N","78? 27' 14.508"" W",,,Public Elementary,Paw Paw,Point Features Retrieved from GNIS 06072010
school,Paw Paw High School,Morgan,WV,54,39.527547,-78.45472,"39? 31' 39.169"" N","78? 27' 16.991"" W",,,Public High,Paw Paw,Point Features Retrieved from GNIS 06072010
school,Widmyer Elementary School,Morgan,WV,54,39.613899,-78.235731,"39? 36' 50.036"" N","78? 14' 8.632"" W",,,Public Elementary,Stotlers Crossroads,Point Features Retrieved from GNIS 06072010
school,Berkeley Springs Seventh Day Adventist School,Morgan,WV,54,39.5791,-78.254769,"39? 34' 44.760"" N","78? 15' 17.168"" W",,,Private,Great Cacapon,Point Features Retrieved from GNIS 06072010
school,Berkeley Springs High School,Morgan,WV,54,39.617868,-78.232569,"39? 37' 4.323"" N","78? 13' 57.249"" W",,,Public High,Stotlers Crossroads,Point Features Retrieved from GNIS 06072010
school,Warm Springs Intermediate School,Morgan,WV,54,39.632657,-78.202247,"39? 37' 57.565"" N","78? 12' 8.090"" W",,,Public Middle,Hancock,Point Features Retrieved from GNIS 06072010
school,Warm Springs Middle School,Morgan,WV,54,39.628565,-78.205778,"39? 37' 42.832"" N","78? 12' 20.802"" W",,,Public Middle,Hancock,Point Features Retrieved from GNIS 06072010
school,Peoples Christian Academy,Morgan,WV,54,39.616105,-78.293746,"39? 36' 57.979"" N","78? 17' 37.485"" W",,,Private,Great Cacapon,Point Features Retrieved from GNIS 06072010
school,Morgantown Learning Academy,Monongalia,WV,54,39.648804,-79.91165,"39? 38' 55.694"" N","79? 54' 41.940"" W","123 Discovery Place, Morgantown, WV 26508",,Private,Morgantown North,Point Features Retrieved from WVGISTC Created Dataset
school,University High School,Monongalia,WV,54,39.68752,-79.92362,"39? 41' 15.072"" N","79? 55' 25.032"" W","131 Bakers Ridge Road, Morgantown, WV 26508",,Public High,Morgantown North,Point Features Retrieved from WVGISTC Created Dataset
school,Mountaineer Middle School,Monongalia,WV,54,39.637208,-79.947161,"39? 38' 13.949"" N","79? 56' 49.780"" W","991 Price Street, Morgantown, WV 26505",,Public Middle,Morgantown North,Point Features Retrieved from WVGISTC Created Dataset
school,Trinity Christian School,Monongalia,WV,54,39.62116,-79.91636,"39? 37' 16.176"" N","79? 54' 58.896"" W","200 Trinity Way, Morgantown, WV 26505",,Private,Morgantown South,Point Features Retrieved from WVGISTC Created Dataset
school,Monongalia County Technical Education Center,Monongalia,WV,54,39.611113,-79.956812,"39? 36' 40.007"" N","79? 57' 24.523"" W","1000 Mississippi Street, Morgantown, WV 26501",,Public Vocational,Morgantown South,Point Features Retrieved from WVGISTC Created Dataset
school,Skyview Elementary School,Monongalia,WV,54,39.618678,-79.980655,"39? 37' 7.241"" N","79? 58' 50.358"" W","668 River Road, Morgantown, WV 26501",,Public Elementary,Morgantown South,Point Features Retrieved from WVGISTC Created Dataset
school,Clay Battelle High School,Monongalia,WV,54,39.719773,-80.223164,"39? 43' 11.183"" N","80? 13' 23.390"" W","6226 Mason-Dixon Highway, Blacksville, WV 26521",Clay Battelle Middle/Senior High School,Public Middle/High,Blacksville,Point Features Retrieved from WVGISTC Created Dataset
school,Jakes Run Early Childhood Center,Monongalia,WV,54,39.676519,-80.161382,"39? 40' 35.469"" N","80? 9' 40.974"" W",,,Public Pre-K,Blacksville,Point Features Retrieved from GNIS 06072010
school,Mountain View School,Monongalia,WV,54,39.543417,-79.902841,"39? 32' 36.302"" N","79? 54' 10.229"" W",,,Public Elementary,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Suncrest Primary / Elementary School,Monongalia,WV,54,39.660728,-79.976906,"39? 39' 38.620"" N","79? 58' 36.863"" W",,,Public Elementary,Morgantown North,Point Features Retrieved from GNIS 06072010
school,WVU Aeronautical Engineering Lab,Monongalia,WV,54,39.645637,-79.917561,"39? 38' 44.292"" N","79? 55' 3.220"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,WVU Animal Husbandry Farm,Monongalia,WV,54,39.662303,-79.928394,"39? 39' 44.290"" N","79? 55' 42.220"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia University - Main Campus,Monongalia,WV,54,39.635634,-79.955112,"39? 38' 8.281"" N","79? 57' 18.402"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia University Agronomy Farm,Monongalia,WV,54,39.648137,-79.913672,"39? 38' 53.291"" N","79? 54' 49.219"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia University Dairy Farm,Monongalia,WV,54,39.640081,-79.93784,"39? 38' 24.292"" N","79? 56' 16.224"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia University Horticultural Farm,Monongalia,WV,54,39.64647,-79.935062,"39? 38' 47.292"" N","79? 56' 6.223"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia University Poultry Farm,Monongalia,WV,54,39.658136,-79.943673,"39? 39' 29.291"" N","79? 56' 37.223"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Woodburn Elementary School,Monongalia,WV,54,39.631319,-79.941394,"39? 37' 52.750"" N","79? 56' 29.017"" W",,,Public Elementary,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Clay Battelle High School,Monongalia,WV,54,39.719773,-80.223164,"39? 43' 11.184"" N","80? 13' 23.392"" W",,,Public High,Blacksville,Point Features Retrieved from GNIS 06072010
school,Daybrook Elementary School,Monongalia,WV,54,39.666822,-80.212336,"39? 40' 0.560"" N","80? 12' 44.410"" W",,,Public Elementary,Blacksville,Point Features Retrieved from GNIS 06072010
school,Easton Elementary School,Monongalia,WV,54,39.652959,-79.914513,"39? 39' 10.652"" N","79? 54' 52.248"" W",,,Public Elementary,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Saint Francis de Sales Central Catholic School,Monongalia,WV,54,39.581291,-79.949336,"39? 34' 52.646"" N","79? 56' 57.609"" W",,,Private,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Suncrest Middle School,Monongalia,WV,54,39.652659,-79.970891,"39? 39' 9.573"" N","79? 58' 15.208"" W",,,Public Middle,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Brookhaven Elementary School,Monongalia,WV,54,39.61033,-79.904993,"39? 36' 37.188"" N","79? 54' 17.976"" W",,,Public Elementary,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Browns Chapel Elementary School,Monongalia,WV,54,39.496474,-79.914232,"39? 29' 47.307"" N","79? 54' 51.237"" W",,,Public Elementary,Gladesville,Point Features Retrieved from GNIS 06072010
school,Morgantown High School,Monongalia,WV,54,39.624277,-79.956326,"39? 37' 27.397"" N","79? 57' 22.775"" W",,,Public High,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Ridgedale Elementary School,Monongalia,WV,54,39.55057,-79.94014,"39? 33' 2.053"" N","79? 56' 24.502"" W",,,Public Elementary,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Alternative Learning Center,Monongalia,WV,54,39.639458,-80.033192,"39? 38' 22.047"" N","80? 1' 59.492"" W",,,Public Vocational,Osage,Point Features Retrieved from GNIS 06072010
school,Cheat Lake Elementary School,Monongalia,WV,54,39.65275,-79.868143,"39? 39' 9.899"" N","79? 52' 5.313"" W",,,Public Elementary,Lake Lynn,Point Features Retrieved from GNIS 06072010
school,Cheat Lake Middle School,Monongalia,WV,54,39.65246,-79.867305,"39? 39' 8.855"" N","79? 52' 2.298"" W",,,Public Middle,Lake Lynn,Point Features Retrieved from GNIS 06072010
school,Covenant Christian School,Monongalia,WV,54,39.609047,-79.933631,"39? 36' 32.570"" N","79? 56' 1.072"" W",,,Private,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Morgantown Early Learning Academy,Monongalia,WV,54,39.585092,-79.96775,"39? 35' 6.330"" N","79? 58' 3.899"" W",,,Private,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Maranatha Christian Academy,Monongalia,WV,54,39.676423,-79.894981,"39? 40' 35.123"" N","79? 53' 41.932"" W",,,Private,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Mason Dixon Elementary School,Monongalia,WV,54,39.710356,-80.253452,"39? 42' 37.281"" N","80? 15' 12.426"" W",,,Public Elementary,Wadestown,Point Features Retrieved from GNIS 06072010
school,Magnolia County Technical Education Center,Monongalia,WV,54,39.611113,-79.956812,"39? 36' 40.005"" N","79? 57' 24.522"" W",,,Public Vocational,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Mountainview Elementary School,Monongalia,WV,54,39.610242,-79.943534,"39? 36' 36.872"" N","79? 56' 36.722"" W",,,Public Elementary,Morgantown South,Point Features Retrieved from GNIS 06072010
school,North Elementary School,Monongalia,WV,54,39.660428,-79.956488,"39? 39' 37.540"" N","79? 57' 23.356"" W",,,Public Elementary,Morgantown North,Point Features Retrieved from GNIS 06072010
school,South Middle School,Monongalia,WV,54,39.612662,-79.954969,"39? 36' 45.585"" N","79? 57' 17.889"" W",,,Public Middle,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Trinity Christian High School,Monongalia,WV,54,39.64566,-79.890736,"39? 38' 44.375"" N","79? 53' 26.648"" W",,,Public High,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Westwood Middle School,Monongalia,WV,54,39.618169,-79.978515,"39? 37' 5.409"" N","79? 58' 42.655"" W",,,Public Middle,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Morgantown Christian Academy,Monongalia,WV,54,39.611326,-79.936704,"39? 36' 40.775"" N","79? 56' 12.133"" W",,,Private,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Skyview Elementary School,Monongalia,WV,54,39.618678,-79.979193,"39? 37' 7.242"" N","79? 58' 45.094"" W",,,Public Elementary,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Mylan Park Elementary School,Monongalia,WV,54,39.642976,-80.030156,"39? 38' 34.715"" N","80? 1' 48.562"" W",,,Public Elementary,Osage,Point Features Retrieved from GNIS 06072010
school,Compuhigh School,Monongalia,WV,54,39.623614,-79.947953,"39? 37' 25.011"" N","79? 56' 52.631"" W",,,Private,Morgantown South,Point Features Retrieved from GNIS 06072010
school,Pressley Ridge Morgantown Program School,Monongalia,WV,54,39.632581,-79.981783,"39? 37' 57.290"" N","79? 58' 54.419"" W",,,Other,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia Junior College,Monongalia,WV,54,39.632159,-79.954547,"39? 37' 55.772"" N","79? 57' 16.370"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,West Virginia University School of Dentistry,Monongalia,WV,54,39.653693,-79.957449,"39? 39' 13.294"" N","79? 57' 26.818"" W",,,College/University,Morgantown North,Point Features Retrieved from GNIS 06072010
school,Pride of Green School,Wetzel,WV,54,39.602857,-80.779543,"39? 36' 10.284"" N","80? 46' 46.355"" W",,,,Porters Falls,Point Features Retrieved from GNIS 06072010
school,Valley High School,Wetzel,WV,54,39.563849,-80.677238,"39? 33' 49.856"" N","80? 40' 38.058"" W",,,Public High,Pine Grove,Point Features Retrieved from GNIS 06072010
school,Magnolia High School,Wetzel,WV,54,39.646192,-80.860885,"39? 38' 46.291"" N","80? 51' 39.187"" W",,,Public High,New Martinsville,Point Features Retrieved from GNIS 06072010
school,West Virginia Northern Community College - New Martinsburg,Wetzel,WV,54,39.639515,-80.865593,"39? 38' 22.255"" N","80? 51' 56.134"" W",,,College/University,New Martinsville,Point Features Retrieved from GNIS 06072010
school,Saint Vincents School,Wetzel,WV,54,39.672021,-80.858987,"39? 40' 19.276"" N","80? 51' 32.353"" W",,,Private,New Martinsville,Point Features Retrieved from GNIS 06072010
school,Hundred High School,Wetzel,WV,54,39.678446,-80.454677,"39? 40' 42.405"" N","80? 27' 16.836"" W",,,Public High,Hundred,Point Features Retrieved from GNIS 06072010
school,Paden City Elementary School,Wetzel,WV,54,39.610678,-80.925676,"39? 36' 38.442"" N","80? 55' 32.435"" W",,,Public Elementary,Paden City,Point Features Retrieved from GNIS 06072010
school,Paden City High School,Wetzel,WV,54,39.606115,-80.931685,"39? 36' 22.015"" N","80? 55' 54.067"" W",,,Public High,Paden City,Point Features Retrieved from GNIS 06072010
school,Short Line School,Wetzel,WV,54,39.570263,-80.725675,"39? 34' 12.948"" N","80? 43' 32.431"" W",,,,Pine Grove,Point Features Retrieved from GNIS 06072010
school,Long Drain School,Wetzel,WV,54,39.661842,-80.484267,"39? 39' 42.629"" N","80? 29' 3.362"" W",,,,Hundred,Point Features Retrieved from GNIS 06072010
school,New Martinsville School,Wetzel,WV,54,39.68108,-80.855976,"39? 40' 51.888"" N","80? 51' 21.514"" W",,,,New Martinsville,Point Features Retrieved from GNIS 06072010
school,Wetzel County Center for Children and Families,Wetzel,WV,54,39.680948,-80.858041,"39? 40' 51.413"" N","80? 51' 28.948"" W",,,Other,New Martinsville,Point Features Retrieved from GNIS 06072010
school,Wetzel County School District Office,Wetzel,WV,54,39.634934,-80.860118,"39? 38' 5.763"" N","80? 51' 36.427"" W",,,Other,New Martinsville,Point Features Retrieved from GNIS 06072010
school,Burlington Center,Mineral,WV,54,39.337434,-78.920913,"39? 20' 14.763"" N","78? 55' 15.286"" W","Two Rainbow Lane PO Box 182, Burlington, WV 26710",,Other,Burlington,Point Features Retrieved from WVGISTC Created Dataset
